Profile,Username,tweet_comment_count,tweet_fav_count,tweet_hashtag_mentions,tweet_img_url,tweet_retweet_count,tweet_text,tweet_username
,,5913.0,55.0,[],False,44277.0,"Me: [screaming]

You: [screaming]

All of us: [screaming]

Ice cream parlour employee: I fuckin quit",@AbbieEvansXO
,,80.0,,[],False,525.0,"Death (beckoning to humanity): COME... IT IS THE END OF DAYS

Greg, the Hell temp who never takes things seriously: lmao you mean nights?

Death: *rubs temples* Greg why are you even here

Greg: there was an extra horse",@grillyjoel
,,290.0,3.0,[],False,2425.0,"Her: The world is gonna end in 30 minutes!!! 30 MINUTES!

Me *ordering a pizza* yeah this will be tight, for sure",@ArfMeasures
,,18516.0,182.0,[],False,96267.0,Twitter is great if you can't afford therapy but you also don't want to get any better.,@Home_Halfway
,,114.0,,[],False,527.0,Death: *putting sunscreen on his horse*,@alexlumaga
,,41.0,,[],False,371.0,"[when butter was invented]

Butter knives: FINALLY",@AbbieEvansXO
,,3230.0,24.0,[],False,15528.0,"Shakespeare: shall I compare thee to a summer's day?

Me: sure

Shakespeare: okay. summer's day > you",@AbbieEvansXO
,,1794.0,10.0,[],False,4945.0,"Interviewer: your resume says you're very literal 
Me: my resume talks??",@fro_vo
,,151.0,3.0,[],False,1111.0,"Me: if a ghostbuster dies and becomes a ghost, do they have to bust themselves

Interviewer: that’s an excellent question about the job",@AbbieEvansXO
,,10543.0,54.0,[],False,54662.0,"I have never in my life learned from another person’s mistakes, I would literally let a giant wooden horse into my house right this second.",@iamspacegirl
,,527.0,9.0,[],False,1505.0,"You, watching House Hunters: this is ridiculous

Me, a house hunter: [squatting low to the ground, sniffing house dung] a bungalow is nearby",@flashember
,,38.0,,[],False,204.0,"[before the invention of handbaskets]

Satan: where the hell is everyone",@AbbieEvansXO
,,111.0,,[],False,830.0,"Mick Jagger: [answering phone] hi this is Mick Jagger 

Some poor employee ordered to conduct a survey on customer satisfaction: oh no",@AbbieEvansXO
,,291.0,18.0,[],False,2052.0,"paramedic: sir, I tried “Wife” from your phone and she didn’t pick up 

my husband: *gasping for breath* you have to call twice",@WhaJoTalkinBout
,,119.0,,[],False,817.0,"King: the rebels are revolting

Rebels: wow hurtful why would you say we're gross

King: no, no, I mea-

Rebels: [visibly upset] why king",@AbbieEvansXO
,,918.0,27.0,[],False,4668.0,"mugger: your money or your life

me: oh you pick",@carlyken
,,79.0,,[],False,551.0,"Hostage negotiator: let one hostage go as a show of good faith

Me, one of the hostages: [raising hand] ooh, pick me!

Bank robber: I'll let one go if you send in ten pizzas

Me: [quickly lowers hand]",@AbbieEvansXO
,,20797.0,70.0,[],False,126070.0,"me: do u have anything.. stronger?

lemonade stand child: no",@mrjohndarby
,,130.0,7.0,[],False,1091.0,"[6:34]

Me: nice, I'm not even hungry for dinner yet

[6:36]

Me: I WILL EAT YOUR FAMILY",@Buffalojilll
,,84.0,,[],False,607.0,"Nobody:

Fight club member:",@AbbieEvansXO
,,1498.0,26.0,[],False,5365.0,"[forest]
ME: omg there’s a wolf
WIFE: where?
ME: no the regular kind",@fro_vo
,,1182.0,19.0,[],False,8379.0,"St Peter: ok the ghost busters just died, they did good so I let them into heaven, right?

God: yes

Jesus: sure

Holy Ghost: absolutely not",@AbbieEvansXO
,,10481.0,98.0,[],False,61985.0,"Me: hey do you want your mind to be blown?

My dog: woof

Me: we live on a ball",@AbbieEvansXO
,,40.0,,[],False,321.0,"Him: do you swallow 

Me: [assuming he means swords] of course",@AbbieEvansXO
,,264.0,6.0,[],False,1457.0,"[1789, woman opens beautifully wrapped hand delivered message] Oh my. Yet another gentleman caller has sent me his penis portrait.",@abraveturtle
,,118.0,,[],False,621.0,my superhero friends never let me be the head of our giant robot because I refuse to stop kissing airplanes,@iamspacegirl
,,8.0,,[],False,115.0,in lieu of dick pics please send dog pics,@AbbieEvansXO
,,298.0,9.0,[],False,1624.0,"dog: *stares at me*

me: what

dog: *sits next to speaker and stares at me*

me: ugh, fine *puts on free fallin by tom petty*

tom petty:  she's a good girl 

dog: *tail goes fucken nuts*",@daemonic3
,,14.0,,[],False,103.0,"Roommate: someone ate my cookies 

Me: [drinking milk] oh no",@AbbieEvansXO
,,1644.0,20.0,[],False,10709.0,"wife: I should have never let you take that morse code class 

me: shhh *listening to the hail hit our roof* the storm is talking to me",@TweetPotato314
,,721.0,26.0,[],False,3354.0,"Me: I hear you love company?
Mystery: No, that's Misery
Me: Oh
Mystery: 
Me:
Mystery:
Me:
Mystery: OR IS IT",@abbycohenwl
,,138.0,,[],False,232.0,"If you get a tattoo of your top tweet, well, the joke's on you.",@Mardigroan
,,130.0,,[],False,659.0,"What do those colorful French expressions mean?
c'est la vie       it's alive
raison d’être    raisin of death (every raisin)
cul-de-sac       cool sack! (genital compliment)
gendarme        arm gender
apropos           hi, popo! (""hello, officer"")",@abbycohenwl
,,323.0,19.0,[],False,1104.0,"Scorpio: We’re not going to sugar-coat this, you’re going to have to fight a goose for your lunch this week.",@Sorrowscopes
,,4779.0,80.0,[],False,8560.0,"Heart: I just want people to like me.

Brain: But you say weird things.

Haunted doll under my bed: And your forehead is always shiny.",@JRobb773
,,231.0,,[],False,589.0,"Me: No glove no love.
Gyno: Please don't make another pap uncomfortable.",@sixfootcandy
,,29.0,,[],False,138.0,fun adult game: put your keys down. walk out of room. now try and remember where your keys are. it's cool as heck and you can play for hours,@abraveturtle
,,52.0,,[],False,120.0,"DAVID ATTENBOROUGH: ah the lion, nature’s finest predator

LION: wear something tasteful with a hint of mysterious sex appeal; a touch of cologne is ok, but don’t overdo; prepare a couple of colorful anecdotes that reveal the essence of your personality; ask her open-ended questi",@TuSoonShakur
,,256.0,,[],False,537.0,Well well well. If it isn’t that poor choice I can’t stop repeatedly making.,@UnFitz
,,190.0,,[],False,358.0,I'm not hard of hearing. I'm tired of hearing.,@TweetsByTheTony
,,209.0,,[],False,301.0,this is all a terrible tom clancy mini series don't fall for it,@seamussaid
,,48.0,,[],False,177.0,"This morning I met a dog with a job, which means he's already more successful than several of my exes.",@xLiserx
,,37.0,,[],False,136.0,One time I made eye contact with a hipster in a coffee shop and a vape cloud appeared and carried me to a thrift store.,@JediGigi
,,264.0,,[],False,522.0,Any ghost sophisticated enough to haunt a hotel is going to find the 13th floor whether you have an elevator button for it or not.,@Contwixt
,,20830.0,141.0,[],False,113108.0,"the film industry for women, queers, and people of colour:",@_jarking
,,162.0,8.0,[],False,1596.0,"HER: Let’s play 21 questions

ME: Ok

HER: You start ;)

ME: Why do I shit with my legs crossed",@FrazzleMyGimp
,,8877.0,93.0,[],False,40181.0,"WIFE: I regret getting you that blender for Christmas.

ME: {drinking toast} Why?",@FrazzleMyGimp
,,60.0,,[],False,240.0,"I was abducted by a UFO, and while a gentleman doesn't kiss and tell, I will say I'm the 1st human in the 36 billion billion mile high club.",@SirEviscerate
,,122.0,,[],False,523.0,"ME: Oh cool a quiz to find the Friends character you're most like
DAVID SCHWIMMER: Untie me
M: Question one
DAVID SCHWIMMER: I have a family",@joejwest
,,491.0,7.0,[],False,3896.0,"[first day as a cop]

me: suspect is running nude through downtown

dispatch: copy that

me:  *starts undressing*",@_elvishpresley_
,,11944.0,105.0,[],False,23219.0,"*shipwrecked diary*
Day 1: alone, doing well. Mentally sound. Met a crab
Day 2: I have married the crab. 
Day 3: I have eaten my wife.",@murrman5
,,32.0,,[],False,122.0,"I'M IN THE BEST SHAPE OF MY LIFE
—Me inside a bouncy house that looks like Scooby Doo",@abbycohenwl
,,15.0,,[],False,74.0,"If I grew a second head, I just know I’d be the one who doesn’t get to control the body.",@batkaren
,,15.0,,[],False,121.0,The picture on your lockscreen is the modern version of a picture in a locket. That's why I wear my phone on a gold chain around my neck,@isabelzawtun
,,214.0,146.0,[],https://pbs.twimg.com/media/D9m5CJVXUAABjtQ.jpg,6118.0,,@jackiembouvier
,,20683.0,751.0,[],https://pbs.twimg.com/media/D9bFizZUcAAx_5P.png,108016.0,please enjoy these heavily cropped photos of a friend of mine who works at a bat sanctuary carrying bats around in her pocket,@thomas_violence
,,38459.0,440.0,[],https://pbs.twimg.com/media/D9hgQHTX4AEz3Gj.png,150676.0,a story in three parts,@cottoncandaddy
,,56.0,,[],https://pbs.twimg.com/media/D9gVrSLXkAAXGmv.jpg,257.0,Hello I would like to go to the beach and also be haunted by a cursed item.,@Jamberee13
,,10050.0,191.0,[],https://pbs.twimg.com/media/D9ltDYAXoAEEEJ3.jpg,80863.0,"Using little plastic dinosaurs and some fishline, I made a scene for my wife's car backup camera.

Now we wait.",@stevevsninjas
,,104.0,,[],False,311.0,I’m sorry my cat tried to eat your baby.,@sixfootcandy
,,3982.0,83.0,[],False,17063.0,"They say video games make you violent, but hundreds of years ago we burned people alive for being witches so probably humans are just garbage.",@abraveturtle
,,179.0,,"['#OurRevolution', '#NotMeUs']",False,511.0,"""What people here need to appreciate is SC has a total new crop of Dem primary voters. Yes, it's majority black. Yes, it's majority women. But we've got a lot of progressives thanks to Senator Bernie Sanders & the work that he's done, #OurRevolution"" - Gilda Cobb-Hunter #NotMeUs",@SCBernie2020
,,86.0,,[],False,500.0,"lmao Bill Maher went on a rant about how ""SJWs"" keep demanding apologies like over Biden's recent remarks praising segregationists, but then immediately afterwards he demands the same of AOC for her use of ""concentration camps"". Watch how he responds when he's called out on it:",@zei_nabq
,,9433.0,386.0,[],False,27618.0,"This is the stupidest day in American history, a record that will be broken by every subsequent day in American history.",@cushbomb
,,313.0,36.0,[],False,1879.0,"This guy is struggling to competently manage a crisis in a city of 100,000 people, but he's still The Wonk's Choice because he got good grades and talks about reading books a lot",@Trillburne
,,516.0,28.0,[],False,3529.0,"*kurt eichenwald posts pic of his fridge, revealing expired tub of mayo*

KURT: it's not what you think. my  large sons & I jerk off with it",@KrangTNelson
,,3744.0,167.0,[],https://pbs.twimg.com/media/DCAVDDIUQAE9q5m.jpg,17691.0,I made a kurt eichenwald rap,@KrangTNelson
,,33.0,,[],https://pbs.twimg.com/media/D9x28nGVAAAWLi1.jpg,188.0,Kurt hates progressives so much he’s escalated right into “progressives are at fault for the holocaust”,@Whatapityonyou
,,17.0,,[],https://pbs.twimg.com/media/D9x_QgbWwAEvXAL.png,90.0,"'hi, i'm kurt eichenwald. when i'm not jerking off to tentacle porn or voting for Bush, i like to tweet about how people who want medicare for all are actual Nazis and were responsible for the holocaust. i am a very serious person and please never laugh at me.'",@abraveturtle
,,145.0,,[],False,869.0,"my cat just fell asleep, rolled off the desk, and fell in the trashcan and i've never felt closer to anything than i do to my cat right now",@abraveturtle
,,3518.0,581.0,[],False,44635.0,"Flight CH002. Charlie just walks/runs/swims normally , and then this weekend- majestic flight over ice TWICE",@TwoPaddocks
,,162.0,,[],False,256.0,"A Thread  Billionaires Living Large Among the Poor

Income Inequality in the US continues to rise. Trump's comment against socialism gets a standing O by almost every politician at the SOTU & we are told we should rely on charity. Let's look at stats where our billionaires live",@LumpyLouish
,,15.0,,[],https://pbs.twimg.com/media/D9x2W_PW4AEjOZX.jpg,80.0,Just…nobody,@batkaren
,,52.0,,[],False,266.0,"YOU: I'm depressed
THEM: oh no, have you tried doing this thing that doesn't work at all",@bornmiserable
,,7150.0,1830.0,[],False,20281.0,"Mayor Pete Buttigieg: “I do not have evidence that there has been discipline for racist behavior...”

Protester: “You running for president and you expect black people to vote for you?”

Buttigieg: “I’m not asking for your vote.”

Protester: “You ain’t gonna get it either.”",@keithboykin
,,1933.0,26.0,[],False,9762.0,"Reasons why it doesn't matter that the people held in concentration camps at the border ""broke the law""

1. They're human beings
2. They're human beings
3. They have had no trial, are not convicted of any crimes
4. Even if they were, this would still be considered cruel, unusual",@KylePlantEmoji
,,861.0,13.0,[],False,6000.0,This is the correct tone for dealing with American journalists.,@See_Em_Play
,,174.0,21.0,[],False,1188.0,The case for Sanders over other candidates when it comes to foreign policy has been oddly underemphasized so far in the primary,@nataliesurely
,,12207.0,2431.0,[],False,73119.0,"Mr. King, the Republican Party literally stripped you of your Congressional committee assignments because you were too racist even for them.

My Jewish constituents have made clear to me that they proudly stand w/ caged children who are starved, denied sleep & sanitation.

Bye ",@AOC
,,36.0,,[],https://pbs.twimg.com/media/D9xkCSSXoAUK2w-.png,70.0,"Let's not forget, Third Way, DNC twitter trolls, Politico, The Hill, and on and on were all attacking Liz Warren non-stop just a few months ago. They do not like her.

It was all of us on the left who defended her against these attacks. 

Centrists stand for absolutely nothing.",@abraveturtle
,,917.0,10.0,[],False,1813.0,"""That's one small step for man. That's one open fridge for man. That's one good sandwich for-""
""Neil! Stop.""
""I WALKED ON THE MOON, JANET""",@AdamOfEarth
,,15411.0,119.0,[],False,74716.0,"HIM: I have a chocolate lab. 

ME (awestruck whisper): ᵂᶦˡˡʸ ᵂᵒⁿᵏᵃ",@eff_yeah_steph
,,12.0,,[],False,63.0,"A fun alternative to saying ""go to hell"" is saying ""hop on this conference call""",@caraweinberger
,,91.0,,[],False,463.0,"every work email i get:

hey quick question - can you explain to me the functioning of this entire system and associated processes, the history of the program, and the life story of the creators and their kids' future goals? thanks",@TheHyyyype
,,624.0,14.0,[],False,1857.0,"It's fun to watch early seasons of Sesame Street, back when he was just called Cookie Man. Before the affliction overcame him.",@Home_Halfway
,,851.0,6.0,[],False,1708.0,"Please, Mr. [Unholy screeches of the damned] was my father's name. Call me [ethereal silence on a ghost planet, haunted by sorrow and loss].",@justabloodygame
,,18.0,,[],False,66.0,"Most people don’t know this, but the full phrase is actually ‘Live, Laugh, Love, Fire an Enemy into the Sun on a Homemade Rocket’.",@pajamawitch
,,29.0,,[],False,63.0,"Not saying I'm in a rut, but at this point if a poltergeist wanted to use my mortal frame as an avatar to settle a centuries-old blood feud I probably wouldn't even resist",@deanjthompson
,,37163.0,77.0,[],False,132454.0,"judge: do you swear to tell the truth, the whole truth and nothing but the truth

me: no

judge: [covers mic] what do I do",@_elvishpresley_
,,84.0,,[],False,292.0,It's a wonderful day to go to the gas station and pet the hot dogs,@MavenofHonor
,,5676.0,66.0,[],https://pbs.twimg.com/media/CeFbsKlWAAE5DK0.jpg,13930.0,Has science gone too far?,@Cpin42
,,1055.0,29.0,[],False,3511.0,"Harry Potter at an interview 

Interviewer: It says here you defeated Lord Voldemort when you were 17 years-old.
Harry: That’s correct, sir.
Interviewer: But no experience with Excel. Wow.",@andlikelaura
,,28426.0,279.0,[],False,130414.0,[after I cut a bagel] would you like the side that is somehow three times larger than the original bagel or the side that is the first object ever to have only two dimensions,@dubiousrhetoric
,,892.0,21.0,[],False,2487.0,Give all teachers Gundams,@fivefifths
,,30842.0,527.0,[],False,132805.0,"[Queer Eye, Hogwarts edition]

Tan: Today we're meeting Rubeus Hagrid 

Hagrid, holding dead rabbits: ‘Ello 

Jonathan: YAS QUEEN! You are giving me so much sexy mountain man face, I can’t even. You can take me to the forbidden forest anytime",@andlikelaura
,,2891.0,43.0,[],False,17147.0,"I don't use Tinder, I meet girls the old school way: never",@clichedout
,,338.0,,[],False,610.0,"You can find me in the club, selling body scrub. Hawking perfumes by the liter and some Vicks VapoRub. I got vanilla candles and some bubbles for your tub...

~Fifty scent",@TuSoonShakur
,,55.0,,[],False,140.0,"[trying out my magic tricks for the first time]

*sawing person in half*

Funeral director: *wrestling me away from casket*",@steeve_again
,,79.0,,[],False,327.0,"No one:

Nipples: IS IT COLD IN HERE BECAUSE IT SEEMS COLD IN HERE IS ANYONE ELSE COLD",@Mom_Overboard
,,209.0,,[],False,819.0,The salmonella/romaine outbreak of 2018 was so scary that I haven’t eaten lettuce since 2006,@DrakeGatsby
,,42.0,,[],False,86.0," He’s a paniac, paniac at the disco 
And he’s panicking like he’s never panicked before",@DrakeGatsby
,,0.0,,[],https://pbs.twimg.com/media/D9yCeszUwAAm_6N.jpg,82.0,hello i just got a massage how’s your day,@andlikelaura
,,139.0,23.0,[],False,1696.0,"Guy: *sends dick pic*

Me: do you seriously not have sheets on your bed good god get it together man we’re not in college",@andlikelaura
,,60.0,,[],False,413.0,"Him: i really like you 

Me: I think we should break up 

Him: wow ok bitch

Me: on second thought",@andlikelaura
,,314.0,13.0,[],False,1770.0,"Me: you’re gonna sleep with the fishes

Informant: why?

Me: for spilling the beans

Informant: I didn’t-

Me: shut your fern gully

Informant: what

Me: don’t give me no sammy jammy

Informant: ok now you’re making these up

Me: *leans forward* looks like we got us a bulbasaur",@PleaseBeGneiss
,,119.0,,[],False,489.0,"Oh, I see you like bad girls, I say as I lick the cheese off my Dorito and place it back in the bag.",@momjeansplease
,,1681.0,49.0,[],False,17446.0,"Dad: it’s time we had “the talk”

Me: oh, I already know about dancing the forbidden polka 

Dad: the what? 

Me: ya know, boppin’ squiddles??

Dad: excuse me  

Me: slaying the vadragon??

Dad: what?!?

Me: disappointing the wife 

Dad: oh sex, right",@Megatronic13
,,81.0,,[],False,435.0,"Him: how are you doing?

Me, worried that I talk about myself too much: THERE IS A TYPE OF ANT THAT CAN DETONATE ITS OWN HEAD AS A FINAL ACT IN BATTLE",@Jamberee13
,,252.0,6.0,[],False,1067.0,"Her: so you’re rich?!

Me: yeah ᶦⁿ ˢᵖᶦʳᶦᵗ

Her: what?

Me: I’m loaded ʷᶦᵗʰ ᵈᵉᵇᵗ

Her: huh?

Me: I owe ˢᵒ ᵐᵘᶜʰ ᵐᵒⁿᵉʸ ah dammit i said the quiet part loud",@FU_TangClan
,,417.0,33.0,[],False,3042.0,"I always wondered how Bowser could afford so many castles. Then I did some research. You see, he had dozens of shell corporations and",@Home_Halfway
,,61.0,,[],False,211.0,"Hostage negotiator: as a show of good faith we want you to *covers phone*- you sure? 

God: go on

Hostage Negotiator: sacrifice your son",@steeve_again
,,32.0,,[],False,70.0,"[being attacked by zombie doctors]

me: quick toss me an apple

mr t: we already used one today!

me: oh no *tosses mr t* it’s tee time bitches",@DadZZZasleep
,,22.0,,[],https://pbs.twimg.com/media/D9mCBu2VUAA3lr9.jpg,204.0,"When my friend starts in with ""oh hey did I tell you-"" right during the best part of the movie",@Rica_Bee
,,10051.0,191.0,[],https://pbs.twimg.com/media/D9ltDYAXoAEEEJ3.jpg,80864.0,"Using little plastic dinosaurs and some fishline, I made a scene for my wife's car backup camera.

Now we wait.",@stevevsninjas
,,664.0,22.0,[],False,3583.0,"Friend: If you love cheeseburgers so much, why don’t you marry one?!

*looks at wife, wife shakes her head

Me: I’m not allowed

*kicks dirt",@FU_TangClan
,,857.0,17.0,[],https://pbs.twimg.com/media/D9j6e1cUYAAom9m.jpg,7385.0,"Me: I’m taking the dog for a you-know-what. 

Husband: a w-a-l-k?

My dog:",@eff_yeah_steph
,,658.0,22.0,[],False,5238.0,"[harry potter at an interview]

Interviewer: under accomplishments you wrote that you defeated lord voldemort when you were 17 years-old

Harry: yes, sir

Interviewer: but you don’t have a college degree, yikes",@andlikelaura
,,536.0,15.0,[],False,2580.0,"Him: i like you

Me: *wheels in whiteboard* let me break it down for you why that’s a bad idea",@andlikelaura
,,257.0,36.0,[],False,2256.0,"Me drafting tweets when i’m drunk: this is hilarious! 

Me reading drafts when i’m sober: potango: a love story of a potato and a mango",@andlikelaura
,,139.0,,[],False,853.0,"[first day as a thief]

Partner: i said valuables

Me, carrying a cat: don’t listen to him kween helen meowen you’re the most valuable",@andlikelaura
,,83.0,,[],False,647.0,"[first date]

Him: what do you like?

Me: I LOVE ANIMALS!!!!

Him: why are you yelling 

Me, starting to cry: THEY’RE JUST SO INNOCENT AND PRECIOUS 

Him: *gets up to leave*

Me: JUSTICE FOR HARAMBE",@andlikelaura
,,1493.0,96.0,[],False,4782.0,"Dating:

“No you hang up!”
“No you hang up!”
“No you hang up!”
“No you hang up!”

Marriage:

“No you shut up”
“No you shut up”
“No you shut up”
“No you shut up”",@FU_TangClan
,,155.0,,[],False,691.0,"M&M customer service rep: how may i help you today? 

me: i paid good money for a bag of M&M's and all i got was this bag full of W's! i want a refund!

Rep: have you tried flipping 'em upside down?

[pause]

me: what kind of witchcraft is this",@TweetsByKaylee
,,362.0,106.0,[],False,2336.0,You’re not a disney princess you’re 36 years old,@Shenanigans_luv
,,29.0,,[],https://pbs.twimg.com/media/D9eRNs-U0AAa3We.jpg,314.0,ladies: wanna attract a man who loves taking pictures with fish? well look no further,@andlikelaura
,,1626.0,72.0,[],False,8890.0,"Wife: Why can’t you just say phrases correctly?! 

Me: Well aren’t you a ray of sunscreen.",@DrakeGatsby
,,783.0,9.0,[],False,5597.0,"[my papercut slowly heals over the course of two weeks]

ᶦ ᵃᵐ ᵗʰᵉ ᵂᵒˡᵛᵉʳᶦⁿᵉ",@stuckinaportal
